,symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
173,PPTBTC,0.00000000,0.000,0.00000000,0.00001855,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
174,PPTETH,0.00000000,0.000,0.00000000,0.00141000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
175,CMTBTC,0.00000000,0.000,0.00000000,0.00000028,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
176,CMTETH,0.00000000,0.000,0.00000000,0.00000625,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
177,CMTBNB,0.00000000,0.000,0.00000000,0.00057700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
178,XLMBTC,-0.00000025,-6.812,0.00000348,0.00000368,0.00000342,993.00000000,0.00000342,31011.00000000,0.00000343,331370.00000000,0.00000367,0.00000369,0.00000331,15975877.00000000,55.60928920,1698065904253,1698152304253,55509896,55517491,7596
179,XLMETH,-0.00000290,-4.315,0.00006471,0.00006740,0.00006430,35877.00000000,0.00006420,21397.00000000,0.00006430,104.00000000,0.00006720,0.00006740,0.00006220,1150510.00000000,74.44694880,1698065890733,1698152290733,11326258,11327906,1649
180,XLMBNB,-0.00000380,-0.740,0.00050845,0.00051300,0.00050940,1008.00000000,0.00050940,4110.00000000,0.00050990,134.00000000,0.00051320,0.00051790,0.00049410,497652.00000000,253.03328800,1698065885720,1698152285720,4820951,4821901,951
181,CNDBTC,0.00000000,0.000,0.00000000,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
182,CNDETH,0.00000000,0.000,0.00000000,0.00002599,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
183,CNDBNB,0.00000000,0.000,0.00000000,0.00033990,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
184,LENDBTC,0.00000000,0.000,0.00000000,0.00004512,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
185,LENDETH,0.00000000,0.000,0.00000000,0.00137174,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
186,WABIBTC,0.00000000,0.000,0.00000000,0.00000030,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
187,WABIETH,0.00000000,0.000,0.00000000,0.00040308,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
188,WABIBNB,0.00000000,0.000,0.00000000,0.00024130,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
189,LTCETH,-0.00113000,-2.856,0.03894272,0.03956000,0.03843000,6.25600000,0.03843000,7.02500000,0.03847000,8.94700000,0.03956000,0.03974000,0.03780000,8951.53400000,348.59703800,1698065903793,1698152303793,16066459,16071245,4787
190,LTCUSDT,4.44000000,6.695,69.12355995,66.33000000,70.76000000,23.37000000,70.76000000,138.54400000,70.77000000,42.00000000,66.32000000,72.89000000,65.57000000,1037255.52100000,71698794.18736000,1698065904282,1698152304282,309351769,309541829,190061
191,LTCBNB,0.00260000,0.861,0.30319432,0.30190000,0.30450000,2.18500000,0.30450000,0.81000000,0.30460000,4.23800000,0.30190000,0.30840000,0.29850000,4239.49600000,1285.39112180,1698065903692,1698152303692,11343089,11347660,4572
192,TNBBTC,0.00000000,0.000,0.00000000,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
193,TNBETH,0.00000000,0.000,0.00000000,0.00000752,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
194,WAVESBTC,0.00000215,4.220,0.00005427,0.00005095,0.00005310,43.04000000,0.00005300,4.04000000,0.00005303,119.98000000,0.00005095,0.00006300,0.00004708,739712.51000000,40.14528575,1698065904096,1698152304096,45821539,45836932,15394
195,WAVESETH,0.00007100,7.626,0.00102990,0.00092900,0.00100200,25.14000000,0.00099400,54.55000000,0.00100700,163.53000000,0.00093100,0.00117100,0.00091700,130432.13000000,134.33221050,1698065904493,1698152304493,5719024,5720824,1801
196,WAVESBNB,0.00000000,0.000,0.00000000,0.00513000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
197,GTOBTC,0.00000000,0.000,0.00000000,0.00000077,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
